epoch,train_total,train_charbonnier,train_ssim_loss,train_focal,val_loss,val_psnr,lr
1,0.9360075351493112,0.061761462611371075,0.20775001110701724,0.008243532570335886,0.5265946117314425,24.64918379350142,0.0004995076687428538
2,0.4939461740954169,0.04110914468765259,0.10667477393972463,0.003722240754949122,0.47398627346212213,25.04675431685014,0.0004980326179779622
3,0.46460892979441015,0.03843967661518475,0.10047953190474675,0.0033541913505579376,0.45639198476617987,25.496511632745918,0.0004955806690568078
4,0.4602484888043897,0.03729704693602077,0.09986308730881789,0.0032337118975882388,0.46552442014217377,25.06528264825994,0.0004921614987015933
5,0.4554996161625303,0.037376267835497856,0.09864021580794761,0.003249568290655212,0.45204254442995245,25.49817926233465,0.00048778860081564074
6,0.45188701872167913,0.0368030455991112,0.09797265098012727,0.003194564668429566,0.45402342758395453,25.473966685208406,0.00048247923322911865
7,0.45179690780310794,0.03698828023183962,0.09788348243154328,0.003187038614575205,0.45233872126449237,25.528176827864215,0.00047625434959027184
8,0.44532727886890544,0.03617152658387505,0.09660404817811374,0.003102532957263034,0.4437847692858089,25.653479316017844,0.0004691385166709439
9,0.4402095608670136,0.03614668744006034,0.09533325659817662,0.003104334390031752,0.44061414761976764,25.648293495178223,0.0004611598174127527
10,0.44259509906686584,0.0361993024446841,0.09590436466808977,0.0031191242320848436,0.4439683217893947,25.526284651322797,0.0004523497400965493
11,0.4352323454001854,0.03634119460937278,0.09401404549335611,0.0031095807127461865,0.4431671730496667,25.58847106586803,0.00044274305407255936
12,0.4361618762386256,0.03565939111185485,0.09453190606215904,0.003030112675583825,0.4419931322336197,25.680287187749688,0.0004323776725416421
13,0.4339568686896357,0.03584890504335535,0.09389245715634577,0.00307578866466366,0.43913106484846637,25.68944081393155,0.0004212945029292078
14,0.4328533061619463,0.035437723204236604,0.09380134220780997,0.0029942353882280916,0.43442316488786176,25.768468943509188,0.000409537285442298
15,0.42943064611533593,0.035441147677343465,0.09293976220591314,0.003006582718406772,0.43074092675339093,25.829387404701926,0.00039715242044697206
16,0.4246516027327242,0.03490537353630724,0.09197746782467284,0.002922447486620011,0.43630892173810437,25.764646183360707,0.0003841887853472596
17,0.42545126275769596,0.03526327707644167,0.09202390600895059,0.002973817286868419,0.4305745295502923,25.834731795571066,0.00037069754168837793
18,0.4223480584292576,0.03531362845337596,0.09122605159364898,0.0029822708436705427,0.4332451861013066,25.78516847437078,0.0003567319332454856
19,0.4187402571069783,0.03471870302897075,0.09058311273311746,0.0028865005226870037,0.43399566276506946,25.78699337352406,0.00034234707589482716
20,0.423264393518711,0.03539761004905249,0.09142123419663002,0.002988693009307287,0.42692517963322724,25.90076663277366,0.00032759974009654934
21,0.4170761699306554,0.034627945644074475,0.0902077956446286,0.0028687117757789536,0.4228283573280681,25.86178276755593,0.0003125481268476312
22,0.4147135014164037,0.03464077599346638,0.08961300397741384,0.002866880366064865,0.4243242672898553,25.832378820939496,0.0002972516379891383
23,0.41667996860783674,0.03481278449682326,0.09002897246130581,0.0028966025063960716,0.42042628878896887,25.99075378071178,0.00028177064177429395
24,0.4164978101335723,0.03489398497060455,0.08994625560168562,0.002914540439539043,0.4224361696026542,25.91574729572643,0.0002661662346225637
25,0.41291075842133884,0.03429830266997732,0.089308041950752,0.0028207565432992474,0.4175715161995454,25.9601337259466,0.0002505
26,0.40501294413517264,0.0340482322499156,0.08744166945588999,0.002782613936217566,0.4184551780874079,25.978259433399547,0.0002348337653774363
27,0.408582279908246,0.033712032732778584,0.08847663525877328,0.0027384600553918502,0.41412469202821905,26.051979671825062,0.00021922935822570608
28,0.4018759424316472,0.03373283825429349,0.08679375566285231,0.0027344422736044587,0.41523914445530286,26.036693226207387,0.00020374836201086168
29,0.40058772060377845,0.03386053516818532,0.08641629691781669,0.0027544869928909786,0.4177772727879611,26.008803714405406,0.0001884518731523687
30,0.4008063334843208,0.033670249362957885,0.08654733464635651,0.0027410811844988375,0.4156419716098092,26.013511397621848,0.0001734002599034507
31,0.39664311912553063,0.03317963553528334,0.08572400746674373,0.0026517584558640576,0.41097002679651434,26.043892947110262,0.0001586529241051729
32,0.39256393395621203,0.033543729319654665,0.08454233510740872,0.0027193326587339156,0.41136049817908893,26.014832409945402,0.00014426806675451435
33,0.39121933332804976,0.03322578622991669,0.08434501598621237,0.0026670605775193663,0.41515762968496844,26.03275775909424,0.00013030245831162197
34,0.3961653616921655,0.033154091926227355,0.08561871175108285,0.0026395820073205336,0.4101179824634032,26.09920813820579,0.00011681121465274025
35,0.3918196641165635,0.033473070710897446,0.084386781371873,0.0027086204058362237,0.41130132295868616,26.0954552563754,0.00010384757955302795
36,0.3863537671237156,0.03304397446456654,0.08320910766206939,0.0026342486842246405,0.41098563914949243,26.105343731966887,9.146271455770188e-05
37,0.38515451447717075,0.03301579267557325,0.08292087707026251,0.0026315448841818705,0.40819598598913714,26.12144288149747,7.970549707079214e-05
38,0.38101777382965746,0.03251568545940621,0.08210265636444092,0.002555745792302207,0.41337810727682983,26.064309120178223,6.862232745835786e-05
39,0.3812912980030323,0.032748596293145214,0.08206577855965187,0.002603526419863619,0.40874836119738495,26.104954286055133,5.825694592744059e-05
40,0.3860099654773186,0.032897230173493254,0.08318516920352804,0.0026156289366491394,0.4096632505005056,26.10199512134899,4.865025990345062e-05
41,0.38478102406551096,0.032685061306532086,0.08296403802674392,0.0025981882534889056,0.40646995874968445,26.158767266706988,3.984018258724728e-05
42,0.38475226687973946,0.032742167469756354,0.08293335704967894,0.002603726493644303,0.4051403322003104,26.163019353693183,3.186148332905602e-05
43,0.38593450137253466,0.032452998008450556,0.08335607935642374,0.002553791377757644,0.406083345413208,26.151216073469683,2.4745650409728166e-05
44,0.3813174171694394,0.032714759128103996,0.08208783022288618,0.0025959712521429978,0.4062935249371962,26.130320982499555,1.8520766770881285e-05
45,0.3815416246652603,0.032931389222885,0.08205012206373544,0.002629370930411949,0.4082567434419285,26.106436902826484,1.321139918435919e-05
46,0.3767688320628528,0.03248144927081363,0.08105263833341927,0.002557403275518325,0.4054850786924362,26.149381637573242,8.838501298406571e-06
47,0.37870040484543505,0.03240175265818834,0.0815687333715373,0.0025485639905974524,0.405611433766105,26.13766453482888,5.419330943192161e-06
48,0.37971259396651696,0.03250314221428386,0.08177968448606031,0.0025594260097995146,0.40526795387268066,26.15835493261164,2.9673820220377963e-06
49,0.3818362447722205,0.03269275974739214,0.08222328999946857,0.002602629327407942,0.4055286415598609,26.149944738908246,1.4923312571462456e-06
50,0.3842375437761175,0.03252396986273856,0.08289426051337144,0.002583030781885288,0.40555732223120605,26.148951703851875,1e-06
